Timestamp,CPU%,Memory%,Threads
15:57:56,0.0,0.016361036957409536,5
15:57:57,0.0,0.016361036957409536,5
15:57:58,0.0,0.016361036957409536,5
15:57:59,0.0,0.016361036957409536,5
15:58:00,0.0,0.016361036957409536,5
15:58:01,0.0,0.016361036957409536,5
15:58:02,0.0,0.016361036957409536,5
15:58:03,0.0,0.016361036957409536,5
15:58:04,0.0,0.016361036957409536,5
15:58:05,0.0,0.016361036957409536,5
15:58:06,0.0,0.016361036957409536,5
15:58:07,0.0,0.016361036957409536,5
15:58:08,0.0,0.016361036957409536,5
15:58:09,0.0,0.016361036957409536,5
15:58:10,0.0,0.016361036957409536,5
15:58:11,0.0,0.016361036957409536,5
15:58:13,0.0,0.016361036957409536,5
15:58:14,0.0,0.016361036957409536,5
15:58:15,0.0,0.016361036957409536,5
15:58:16,0.0,0.016361036957409536,5
15:58:17,0.0,0.016361036957409536,5
15:58:18,0.0,0.016361036957409536,5
15:58:19,0.0,0.016361036957409536,5
15:58:20,0.0,0.016361036957409536,5
15:58:21,0.0,0.016361036957409536,5
